"Treatment","ID","PIC","Head_area","Tail_area","Head_DNA","Tail_DNA","Head_DNA_.","Tail_DNA_.","Head_Radius","Tail_Length","Comet_lenght","Olive_Tail_Moment"
"control","3Con","3Con - 4",3405,246,"1771,84","15,6275000","99,1257","0,87429",33,3,70,"0,223380000"
"control","3Con","3Con - 4",3523,331,"1767,64","26,0142000","98,5497","1,45034",33,11,78,"0,448025000"
"control","3Con","3Con - 4",3518,183,"1646,45","12,7069000","99,2341","0,76586",33,3,70,"0,236456000"
"control","3Con","3Con - 4",2917,172,"1417,83","12,1689000","99,1490","0,85097",30,4,65,"0,217407000"
"control","3Con","3Con - 4",2735,43,"1333,42","2,5094400","99,8122","0,18784",29,3,62,"0,055453700"
"control","3Con","3Con - 4",3479,172,"1737,35","12,2634000","99,2991","0,70092",33,5,72,"0,235063000"
"control","3Con","3Con - 4",3430,196,"1750,40","14,5828000","99,1738","0,82623",33,3,70,"0,201976000"
"control","3Con","3Con - 4",3130,185,"1601,12","12,8602000","99,2056","0,79436",31,5,68,"0,240094000"
"control","3Con","3Con - 4",3589,2,"1721,26","0,0476098","99,9972","0,00277",34,3,72,"0,000997943"
"control","3Con","3Con - 4",3639,2,"1596,03","0,0613424","99,9962","0,00384",34,3,72,"0,001413840"
"control","3Con","3Con - 4",4912,1081,"1640,23","64,1335000","96,2371","3,76291",39,19,98,"1,422700000"
"control","3Con","3Con - 4",3864,224,"1689,92","15,7866000","99,0745","0,92552",35,5,76,"0,297281000"
"control","3Con","3Con - 4",3175,2,"1565,43","0,0442932","99,9972","0,00283",32,3,68,"0,000954565"
"control","3Con","3Con - 4",3451,23,"1737,88","1,1419000","99,9343","0,06566",33,3,70,"0,022026200"
"control","3Con","3Con - 4",4377,402,"1638,09","23,9760000","98,5575","1,44254",37,10,85,"0,522970000"
"control","3Con","3Con - 4",3964,186,"1821,88","11,2892000","99,3842","0,61583",35,5,76,"0,208605000"
"control","3Con","3Con - 5",3263,527,"1702,92","67,6487000","96,1793","3,82074",32,13,78,"1,276950000"
"control","3Con","3Con - 5",3671,337,"1845,20","27,1076000","98,5522","1,44782",34,8,77,"0,462017000"
"control","3Con","3Con - 5",3268,152,"1541,77","11,3138000","99,2715","0,72847",32,3,68,"0,197931000"
"control","3Con","3Con - 5",3078,313,"1586,60","24,4852000","98,4802","1,51980",31,6,69,"0,434419000"
"control","3Con","3Con - 5",3655,211,"1801,79","15,1987000","99,1635","0,83648",34,4,73,"0,251661000"
"control","3Con","3Con - 5",3513,306,"1771,12","24,7827000","98,6200","1,37995",33,7,74,"0,417565000"
"control","3Con","3Con - 5",3467,310,"1740,06","22,5758000","98,7192","1,28080",33,7,74,"0,397025000"
"control","3Con","3Con - 5",4101,2,"1792,23","0,0521297","99,9971","0,00291",36,3,76,"0,001117860"
"control","3Con","3Con - 5",4441,20,"1702,82","0,8563840","99,9497","0,05027",38,3,80,"0,019693400"
"control","3Con","3Con - 5",2940,243,"1480,29","19,8861000","98,6744","1,32558",30,6,67,"0,378054000"
"control","3Con","3Con - 5",3333,250,"1613,67","17,5955000","98,9214","1,07864",32,7,72,"0,331215000"
"control","3Con","3Con - 5",3089,104,"1362,30","6,5997300","99,5179","0,48212",31,4,67,"0,150866000"
"control","3Con","3Con - 5",2911,228,"1482,72","18,9932000","98,7352","1,26477",30,5,66,"0,366184000"
"control","3Con","3Con - 5",3226,317,"1596,13","32,7212000","97,9911","2,00885",32,9,74,"0,653212000"
"control","3Con","3Con - 5",3075,156,"1485,44","11,3022000","99,2449","0,75512",31,6,69,"0,225031000"
"control","3Con","3Con - 5",3236,2,"1552,02","0,0638548","99,9959","0,00411",32,3,68,"0,001396360"
"control","3Con","3Con - 5",3042,164,"1439,20","10,6364000","99,2664","0,73363",31,4,67,"0,176757000"
"control","3Con","3Con - 5",3951,208,"1854,58","12,6439000","99,3228","0,67715",35,4,75,"0,217342000"
"control","3Con","3Con - 5",3445,45,"1601,10","2,7262200","99,8300","0,16998",33,3,70,"0,054533700"
"control","3Con","3Con - 6",3312,2,"1477,51","0,0219229","99,9985","0,00148",32,3,68,"0,000511471"
"control","3Con","3Con - 6",4716,2,"1824,98","0,0502981","99,9972","0,00276",39,3,82,"0,001146610"
"control","3Con","3Con - 6",3764,89,"1715,02","4,7959200","99,7211","0,27886",34,4,73,"0,092142600"
"control","3Con","3Con - 6",3295,156,"1481,26","9,0960000","99,3897","0,61032",32,3,68,"0,159891000"
"control","3Con","3Con - 6",3505,281,"1630,27","19,2892000","98,8306","1,16936",33,4,71,"0,298532000"
"control","3Con","3Con - 6",3746,186,"1601,60","10,8652000","99,3262","0,67383",34,5,74,"0,207417000"
"control","3Con","3Con - 6",3548,259,"1751,66","18,0456000","98,9803","1,01969",33,6,73,"0,304008000"
"control","3Con","3Con - 6",3915,20,"1711,01","0,9965740","99,9418","0,05821",35,3,74,"0,020622500"
"control","3Con","3Con - 6",4438,143,"1574,70","7,0184200","99,5563","0,44372",37,5,80,"0,160137000"
"control","3Con","3Con - 6",3687,159,"1720,73","9,6102400","99,4446","0,55540",34,5,74,"0,174855000"
"control","3Con","3Con - 6",3654,252,"1692,18","15,3751000","99,0996","0,90042",34,7,76,"0,297640000"
"control","3Con","3Con - 6",3481,123,"1572,93","6,9175100","99,5621","0,43786",33,3,70,"0,126716000"
"control","3Con","3Con - 6",3687,154,"1653,22","9,1446100","99,4499","0,55010",34,5,74,"0,176936000"
"control","3Con","3Con - 6",3701,136,"1772,70","8,1055500","99,5448","0,45516",34,5,74,"0,150878000"
"control","3Con","3Con - 6",4567,133,"2187,20","6,8917500","99,6859","0,31411",38,4,81,"0,118508000"
"control","3Con","3Con - 6",3237,28,"1509,65","1,3598400","99,9100","0,09000",32,3,68,"0,028300900"
"control","3Con","3Con - 6",3337,212,"1582,04","14,2999000","99,1042","0,89579",32,5,70,"0,268246000"
"control","3Con","3Con - 6",3256,102,"1577,26","6,0850800","99,6157","0,38432",32,3,68,"0,090995700"
"control","3Con","3Con - 6",3624,2,"1579,45","0,0315259","99,9980","0,00200",34,3,72,"0,000728177"
"control","3Con","3Con - 6",3478,160,"1578,87","10,2948000","99,3522","0,64781",33,4,71,"0,210749000"
"control","3Con","3Con - 6",4150,114,"1875,70","6,2245900","99,6692","0,33076",36,3,76,"0,114763000"
"control","3Con","3Con - 6",3273,28,"1530,00","1,4545900","99,9050","0,09498",32,3,68,"0,030990300"
"control","3Con","3Con - 6",3508,442,"1748,89","36,9240000","97,9324","2,06763",33,10,77,"0,658176000"
"control","3Con","3Con - 6",3225,221,"1708,64","18,9787000","98,9014","1,09855",32,3,68,"0,223823000"
"control","3Con","3Con - 6",3269,2,"1568,66","0,0185383","99,9988","0,00118",32,3,68,"0,000405422"
"control","3Con","3Con - 6",3671,164,"1720,13","10,1823000","99,4115","0,58847",34,4,73,"0,185253000"
"control","3Con","3Con - 6",3843,2,"1713,33","0,0315393","99,9982","0,00184",35,3,74,"0,000687494"
"control","3Con","3Con - 6",3286,2,"1356,85","0,0610335","99,9955","0,00450",32,3,68,"0,001567200"
"control","3Con","3Con - 6",3245,138,"1587,18","11,7558000","99,2648","0,73523",32,3,68,"0,202870000"
"control","3Con","3Con - 7",6149,8385,"1297,24","810,9900000","61,5322","38,46780",45,112,203,"32,680800000"
"control","3Con","3Con - 7",2732,39,"1280,91","2,3648900","99,8157","0,18429",29,3,62,"0,053466600"
"control","3Con","3Con - 7",3234,2,"1485,47","0,0408853","99,9972","0,00275",32,3,68,"0,000966300"
"control","3Con","3Con - 7",4171,139,"1681,86","7,2475000","99,5709","0,42907",36,8,81,"0,159473000"
"control","3Con","3Con - 7",2730,228,"1265,82","14,0007000","98,9060","1,09396",29,8,67,"0,281544000"
"control","3Con","3Con - 7",3729,118,"1619,27","7,5671500","99,5349","0,46515",34,4,73,"0,159059000"
"control","3Con","3Con - 7",2725,236,"1383,75","22,1925000","98,4215","1,57848",29,7,66,"0,454365000"
"control","3Con","3Con - 7",3567,2,"1683,90","0,0320548","99,9981","0,00190",34,3,72,"0,000687764"
"control","3Con","3Con - 7",2937,289,"1400,85","31,4958000","97,8011","2,19890",30,8,69,"0,657648000"
"control","3Con","3Con - 7",3717,2,"1641,45","0,0651653","99,9960","0,00397",34,3,72,"0,001452970"
"control","3Con","3Con - 7",4920,740,"2151,78","44,6014000","97,9693","2,03068",40,16,97,"0,757663000"
"control","3Con","3Con - 7",3238,167,"1545,65","14,6639000","99,0602","0,93981",32,3,68,"0,278843000"
"control","3Con","3Con - 7",3421,254,"1666,11","17,5141000","98,9597","1,04026",33,5,72,"0,307053000"
"control","3Con","3Con - 7",3504,20,"1566,77","1,0076400","99,9357","0,06427",33,3,70,"0,021605500"
"control","3Con","3Con - 7",3305,105,"1521,06","6,2048900","99,5937","0,40627",32,3,68,"0,115983000"
"control","3Con","3Con - 7",3694,2,"1784,68","0,0606943","99,9966","0,00340",34,3,72,"0,001226780"
"control","3Con","3Con - 7",3250,2,"1549,44","0,0573582","99,9963","0,00370",32,3,68,"0,001262130"
"control","3Con","3Con - 7",3107,207,"1538,81","13,1194000","99,1546","0,84536",31,6,69,"0,257716000"
"control","3Con","3Con - 7",3100,155,"1431,08","13,1541000","99,0892","0,91081",31,7,70,"0,287677000"
"control","3Con","3Con - 7",3513,152,"1693,49","8,4998500","99,5006","0,49941",33,4,71,"0,142431000"
"control","3Con","3Con - 7",2865,227,"1325,40","24,1260000","98,2123","1,78773",30,8,69,"0,564469000"
"control","3Con","3Con - 7",3478,144,"1641,53","9,3839600","99,4316","0,56841",33,3,70,"0,175567000"
"control","3Con","3Con - 7",3296,357,"1676,30","41,6404000","97,5761","2,42385",32,12,77,"0,795287000"
"control","3Con","3Con - 7",3446,28,"1519,25","1,3683100","99,9100","0,08998",33,3,70,"0,030156900"
"control","3Con","3Con - 7",3105,221,"1609,45","17,1471000","98,9458","1,05417",31,7,70,"0,306818000"
"control","3Con","3Con - 7",2914,219,"1532,95","21,1955000","98,6362","1,36380",30,8,69,"0,418365000"
"control","3Con","3Con - 7",3486,22,"1666,88","1,0810000","99,9352","0,06481",33,3,70,"0,022101800"
"control","3Con","3Con - 8",3242,73,"1575,94","4,7241900","99,7011","0,29887",32,3,68,"0,091302600"
"control","3Con","3Con - 8",3241,139,"1532,53","8,6600300","99,4381","0,56191",32,5,70,"0,171395000"
"control","3Con","3Con - 8",3291,35,"1516,33","1,7576800","99,8842","0,11578",32,3,68,"0,036876400"
"control","3Con","3Con - 8",3292,2,"1561,69","0,0363909","99,9977","0,00233",32,3,68,"0,000809380"
"control","3Con","3Con - 8",3455,29,"1638,53","1,3713700","99,9164","0,08362",33,3,70,"0,027420300"
"control","3Con","3Con - 8",4145,2,"1609,82","0,0498545","99,9969","0,00310",36,3,76,"0,001196230"
"control","3Con","3Con - 8",3233,2,"1533,69","0,0464562","99,9970","0,00303",32,3,68,"0,001034220"
"control","3Con","3Con - 8",3484,251,"1692,29","15,7424000","99,0783","0,92167",33,6,73,"0,261623000"
"control","3Con","3Con - 8",3853,2,"1629,22","0,0054138","99,9997","0,00033",35,3,74,"0,000120423"
"control","3Con","3Con - 8",3690,70,"1626,85","3,8875100","99,7616","0,23839",34,4,73,"0,082291800"
"control","3Con","3Con - 8",3281,156,"1588,61","10,4648000","99,3456","0,65443",32,6,71,"0,205925000"
"control","3Con","3Con - 8",3742,108,"1653,86","5,3314700","99,6787","0,32133",34,3,72,"0,097536900"
"control","3Con","3Con - 8",2944,65,"1351,97","3,4076800","99,7486","0,25142",30,3,64,"0,075733200"
"control","3Con","3Con - 8",3912,2,"1675,88","0,0398773","99,9976","0,00238",35,3,74,"0,000893125"
"control","3Con","3Con - 8",3441,236,"1626,68","20,8645000","98,7336","1,26640",33,9,76,"0,428030000"
"control","3Con","3Con - 8",3234,335,"1595,46","27,3643000","98,3138","1,68621",32,9,74,"0,494744000"
"control","3Con","3Con - 8",3239,226,"1599,68","22,0203000","98,6421","1,35785",32,7,72,"0,447710000"
"control","3Con","3Con - 8",3164,231,"1514,15","20,0533000","98,6929","1,30708",32,10,75,"0,394024000"
"control","3Con","3Con - 8",2889,2,"1310,47","0,0488303","99,9963","0,00373",30,3,64,"0,001214910"
"control","3Con","3Con - 8",2437,125,"1262,11","10,3762000","99,1846","0,81542",28,4,61,"0,219826000"
"control","3Con","3Con - 8",3458,31,"1465,32","1,4915900","99,8983","0,10169",33,3,70,"0,033830300"
"control","3Con","3Con - 8",3325,171,"1604,49","11,2646000","99,3028","0,69718",32,5,70,"0,215190000"
"control","3Con","3Con - 8",3698,115,"1679,56","6,8032600","99,5966","0,40343",34,3,72,"0,131091000"
"control","3Con","3Con - 8",3485,54,"1591,57","2,9705600","99,8137","0,18630",33,3,70,"0,057281800"
"control","3Con","3Con - 9",3537,33,"1508,19","1,5922100","99,8945","0,10546",33,3,70,"0,034988700"
"control","3Con","3Con - 9",4703,368,"2317,99","35,8456000","98,4771","1,52286",39,8,87,"0,591104000"
"control","3Con","3Con - 9",3507,107,"1401,09","5,6868800","99,5958","0,40425",33,3,70,"0,130718000"
"control","3Con","3Con - 9",3337,225,"1565,55","15,4908000","99,0202","0,97979",32,5,70,"0,297633000"
"control","3Con","3Con - 9",3515,125,"1598,00","7,7337000","99,5184","0,48163",33,3,70,"0,147919000"
"control","3Con","3Con - 9",2910,153,"1308,17","9,7225000","99,2623","0,73773",30,3,64,"0,187638000"
"control","3Con","3Con - 9",3500,138,"1580,75","7,5905300","99,5221","0,47789",33,5,72,"0,152633000"
"control","3Con","3Con - 9",3454,43,"1633,24","2,8353400","99,8267","0,17330",33,3,70,"0,056999000"
"control","3Con","3Con - 9",3284,73,"1475,98","3,9831100","99,7309","0,26914",32,3,68,"0,083560900"
"control","3Con","3Con - 9",3236,112,"1593,54","6,7876600","99,5759","0,42414",32,3,68,"0,105000000"
"control","3Con","3Con - 9",3130,162,"1343,58","10,2401000","99,2436","0,75638",31,3,66,"0,192698000"
"control","3Con","3Con - 9",3079,158,"1441,96","11,4137000","99,2147","0,78532",31,5,68,"0,230731000"
"control","3Con","3Con - 9",3278,203,"1514,34","14,5051000","99,0512","0,94876",32,5,70,"0,293815000"
"control","3Con","3Con - 9",2914,59,"1328,54","3,1255200","99,7653","0,23471",30,3,64,"0,067513300"
"control","3Con","3Con - 9",5047,2,"1863,74","0,0530825","99,9972","0,00285",40,3,84,"0,001200670"
"control","3Con","3Con - 9",3982,21,"1228,33","0,8221640","99,9331","0,06689",35,3,74,"0,024518700"
"control","3Con","3Con - 9",3410,103,"1528,34","5,7984300","99,6220","0,37796",33,4,71,"0,121186000"
"control","3Con","3Con - 9",3271,2,"1443,19","0,0572939","99,9960","0,00397",32,3,68,"0,001371740"
"control","3Con","3Con - 9",2474,500,"1360,89","40,7127000","97,0953","2,90472",29,7,66,"0,522703000"
"control","3Con","3Con - 9",3243,217,"1569,79","16,1985000","98,9786","1,02135",32,6,71,"0,303142000"
"control","3Con","3Con - 9",5539,3405,"1815,47","203,3120000","89,9290","10,07100",42,89,174,"5,739550000"
"control","3Con","3Con - 9",4251,2336,"1498,15","140,5670000","91,4221","8,57787",40,44,125,"3,687580000"
"control","3Con","3Con - 9",3119,28,"1454,70","1,5025100","99,8968","0,10318",31,3,66,"0,032459900"
"control","3Con","3Con - 9",3220,78,"1434,82","4,3147900","99,7002","0,29982",32,3,68,"0,093688900"
"control","3Con","3Con - 9",4828,417,"2465,48","34,8304000","98,6070","1,39304",39,8,87,"0,534655000"
"control","3Con","3Con - 1",3284,302,"1625,23","26,5074000","98,3952","1,60482",32,7,72,"0,500250000"
"control","3Con","3Con - 1",3709,111,"1542,82","5,7067700","99,6315","0,36853",34,4,73,"0,117827000"
"control","3Con","3Con - 1",3513,119,"1750,99","7,3138000","99,5840","0,41596",33,4,71,"0,130408000"
"control","3Con","3Con - 1",3709,36,"1828,53","1,8198800","99,9006","0,09943",34,3,72,"0,034368600"
"control","3Con","3Con - 1",3116,324,"1764,59","26,0484000","98,5453","1,45470",31,6,69,"0,418934000"
"control","3Con","3Con - 1",3113,264,"1454,06","18,6851000","98,7313","1,26872",31,6,69,"0,365756000"
"control","3Con","3Con - 1",3099,153,"1543,40","10,7383000","99,3091","0,69095",31,6,69,"0,214912000"
"control","3Con","3Con - 1",3531,124,"1632,08","7,5010200","99,5425","0,45750",33,5,72,"0,154107000"
"control","3Con","3Con - 1",4559,866,"1644,65","48,1187000","97,1574","2,84260",38,17,94,"0,933284000"
"control","3Con","3Con - 1",3474,2,"1629,80","0,0537339","99,9967","0,00330",33,3,70,"0,001173480"
"control","3Con","3Con - 1",3269,101,"1655,59","6,0009800","99,6388","0,36116",32,3,68,"0,114060000"
"control","3Con","3Con - 1",4009,2,"1872,85","0,0299136","99,9984","0,00160",36,3,76,"0,000606242"
"control","3Con","3Con - 1",3099,103,"1535,46","6,3352200","99,5891","0,41090",31,3,66,"0,112199000"
"control","3Con","3Con - 1",3288,2,"1577,33","0,0613420","99,9961","0,00389",32,3,68,"0,001319840"
"control","3Con","3Con - 1",3785,2,"1699,27","0,0420763","99,9975","0,00248",35,3,74,"0,000921163"
"control","3Con","3Con - 1",2928,42,"1549,04","2,5611100","99,8349","0,16506",30,3,64,"0,048825700"
"control","3Con","3Con - 1",3698,214,"1638,95","13,2397000","99,1987","0,80135",34,3,72,"0,198959000"
"control","3Con","3Con - 1",3100,180,"1652,08","12,6983000","99,2372","0,76276",31,5,68,"0,233095000"
"control","3Con","3Con - 1",3504,65,"1694,53","3,5572800","99,7905","0,20949",33,3,70,"0,068969400"
"control","3Con","3Con - 1",3121,173,"1531,36","10,9998000","99,2868","0,71318",31,5,68,"0,215641000"
"control","3Con","3Con - 1",2934,322,"1488,77","31,6467000","97,9186","2,08145",30,10,71,"0,618239000"
"control","3Con","3Con - 1",3319,282,"1721,47","18,4987000","98,9368","1,06317",32,4,69,"0,259337000"
"control","3Con","3Con - 1",3669,233,"1864,31","17,0867000","99,0918","0,90820",34,7,76,"0,307256000"
"control","3Con","3Con - 1",3126,186,"1637,90","15,4950000","99,0628","0,93716",31,7,70,"0,292797000"
"control","3Con","3Con - 10",3051,319,"1565,88","48,8317000","96,9758","3,02419",31,3,66,"0,691210000"
"control","3Con","3Con - 10",3470,79,"1625,66","4,8758000","99,7010","0,29903",33,3,70,"0,099793000"
"control","3Con","3Con - 10",2478,326,"1356,41","32,6777000","97,6475","2,35246",29,7,66,"0,660336000"
"control","3Con","3Con - 10",3490,249,"1640,20","19,2284000","98,8413","1,15873",33,7,74,"0,374766000"
"control","3Con","3Con - 10",3079,169,"1542,31","12,5335000","99,1939","0,80609",31,5,68,"0,245484000"
"control","3Con","3Con - 10",3488,29,"1555,27","1,4322800","99,9080","0,09201",33,3,70,"0,030428000"
"control","3Con","3Con - 10",3468,162,"1607,08","11,3760000","99,2971","0,70289",33,5,72,"0,217515000"
"control","3Con","3Con - 10",3275,95,"1500,46","5,4944900","99,6351","0,36485",32,5,70,"0,117093000"
"control","3Con","3Con - 10",2341,63,"1260,79","4,3145000","99,6590","0,34104",28,3,60,"0,094302500"
"control","3Con","3Con - 10",3653,31,"1542,67","1,3842500","99,9103","0,08965",34,3,72,"0,030640200"
"control","3Con","3Con - 10",3487,30,"1525,46","1,5411900","99,8991","0,10093",33,3,70,"0,033577700"
"control","3Con","3Con - 10",2930,135,"1386,24","10,3197000","99,2611","0,73894",30,3,64,"0,199907000"
"control","3Con","3Con - 10",3276,2,"1390,43","0,0550596","99,9960","0,00396",32,3,68,"0,001383080"
"control","3Con","3Con - 10",3271,96,"1399,08","5,4123300","99,6146","0,38536",32,3,68,"0,115645000"
"control","3Con","3Con - 10",5321,760,"2308,03","48,5613000","97,9393","2,06066",41,15,98,"0,810156000"
"control","3Con","3Con - 10",4256,381,"1699,62","50,5983000","97,1090","2,89096",37,14,89,"1,149170000"
"control","3Con","3Con - 10",3094,122,"1496,63","7,9656500","99,4706","0,52942",31,3,66,"0,154302000"
"control","3Con","3Con - 10",2460,210,"1247,44","20,9217000","98,3505","1,64951",28,7,64,"0,461864000"
"control","3Con","3Con - 10",2662,264,"1404,60","30,6225000","97,8664","2,13365",29,7,66,"0,620685000"
"control","3Con","3Con - 10",3302,142,"1526,43","9,4556100","99,3844","0,61564",32,3,68,"0,184477000"
"control","3Con","3Con - 10",3272,150,"1647,60","9,2816600","99,4398","0,56019",32,3,68,"0,133344000"
"control","3Con","3Con - 10",3252,2,"1634,61","0,0535276","99,9967","0,00327",32,3,68,"0,001113110"
"control","3Con","3Con - 10",2131,282,"1198,87","41,8081000","96,6302","3,36978",27,10,65,"0,963890000"
"control","4Con","4Con - 2",4410,412,"2284,18","38,5463000","98,3405","1,65953",37,9,84,"0,604439000"
"control","4Con","4Con - 2",3236,223,"1460,64","14,7952000","98,9972","1,00277",32,6,71,"0,291376000"
